title,author,author_bio,writing_location,nationality,active_city,lat,lon,year,field,summary,tags
The Lover 情人,Marguerite Duras,"法国小说家、剧作家与电影导演(1914-1996),生于法属印度支那,作品以诗化散文与碎片化记忆著称,深刻塑造20世纪法语文学的新声。","Paris, France",France,Paris,48.8546,2.347,1984,文学/自传体,"1929年的法属印度支那,15岁半的法国白人少女在湄公河渡船上遇见一位富有的中国年轻男子,两人开始秘密恋情。少女出身没落殖民者家庭,母亲精神失常,大哥残暴堕落,她以情人提供的钱物维系家用,也在禁忌中第一次体验欲望与权力的复杂。情人最终被父亲安排与中国姑娘结婚,她则随母亲回到法国,多年后才理解那段感情对她一生的意义。杜拉斯以非线性、抒情、自我回望的语言,将殖民、欲望、家庭暴力与少女肉身的觉醒熔铸为现代法语散文的典范。",20世纪下半叶; 欧洲; 自传; 母女关系; 殖民经验; 性别暴力
The Years 悠悠岁月,Annie Ernaux,"法国作家(1940-),2022年获诺贝尔文学奖。出身诺曼底小商人家庭,以社会学式的自我书写打破自传与小说的界限,记录一代法国女性的集体经验。","Cergy, France",France,Paris,49.0334,2.0833,2008,文学/自传,"本书以一种无人称的我们叙述,从二战后法国诺曼底的少女时代讲到21世纪初。埃尔诺通过家庭照片、餐桌对话、电视广告、政治事件、流行歌曲与日常物件,拼贴出战后法国半个多世纪的社会变迁:战后贫困、消费社会兴起、五月风暴、性解放、女性主义、密特朗时代、欧洲一体化、9·11、社交媒体。她以集体记忆代替个人自传,呈现一代法国女性如何在政治、阶级、性别与时间中形成自我。被誉为最具实验性也最具普遍性的当代法语回忆录。",21世纪; 欧洲; 自传; 女性主义; 阶级; 成长
Cassandra 卡桑德拉,Christa Wolf,"东德小说家与思想家(1929-2011),曾任德意志民主共和国文坛核心人物,后期对体制持批判态度。作品以神话与女性视角重读欧洲历史。","East Berlin, GDR",Germany,Berlin,52.5202,13.4052,1983,文学/小说,"特洛伊战争结束后,特洛伊公主卡桑德拉作为战利品被希腊王阿伽门农带到迈锡尼,在迈锡尼城门前等待被杀的最后几个时辰。她回顾自己短暂而被诅咒的一生:作为太阳神阿波罗的女祭司被赐予预言能力,却因拒绝他的求爱被惩罚——预言永远准确但无人相信。她预言特洛伊将亡、木马计、希腊众王的死亡,却被父亲、兄弟、爱人无视。沃尔夫以现代女性视角重写古希腊神话,把卡桑德拉变成一位反战、反父权的智者,本书是冷战末期东欧最重要的女性主义文学之一。",20世纪下半叶; 欧洲; 小说; 女性主义; 战争与革命; 身体与欲望
The Land of Green Plums 心兽,Herta Müller,"罗马尼亚-德国作家(1953-),罗马尼亚德裔少数族裔出身,曾遭齐奥塞斯库秘密警察长期骚扰,1987年移居德国。2009年获诺贝尔文学奖。","Berlin, Germany",Germany/Romania,Berlin,52.52,13.405,1994,文学/政治,"1980年代齐奥塞斯库统治下的罗马尼亚,大学女生洛拉自杀,死前在叙述者的手提箱里留下自己的红裙子。叙述者与三位男学生组成秘密读书圈,被秘密警察盯上,生活变成持续审讯、跟踪、威胁与精神折磨。三位男友陆续移居德国,而忠诚的友人格奥尔格在抵达德国数天后离奇坠楼。米勒以诗化、断裂、近乎私语的语言,将极权时代的恐惧、友谊、死亡与异化凝结为一种独特散文。小说获国际都柏林文学奖,是冷战末期东欧文学的杰出见证。",20世纪下半叶; 欧洲; 政治; 精神疾病; 极权; 诺奖得主
Sappho's Fragments 萨福残篇,Sappho 萨福,"古希腊女诗人(约公元前630-570),生于莱斯沃斯岛,被柏拉图誉为第十位缪斯。作品大部分散佚,残篇以炽烈情感与节制语言塑造西方抒情诗传统。","Lesbos, Greece",Greece,Mytilene,39.11,26.5547,-600,诗歌/古典,"萨福的诗歌大部分已散佚,流传下来的多为残片,通过纸莎草残卷与古代引用得以保存。她以希腊语方言爱奥尼亚-埃奥利安式写作,主题为爱情、神祇、自然与女性友伴。最著名的一段是对阿芙洛狄忒的祈祷,以及向某位女子表达的强烈爱慕——这成为后世女同志情感书写的源头。她创造了萨福格律,影响后世欧洲抒情诗。她的存在本身证明古希腊上层女性有诗歌创作的空间。残篇虽稀少,却被誉为西方文学中最完美的抒情碎片,二十多个世纪以来不断被翻译、重读与重写。",欧洲; 诗歌; 古典; 女性主义; 酷儿; 口述传统
The Bridge of Beyond 雨与风的彼岸,Simone Schwarz-Bart,"法国-瓜德罗普小说家(1938-),长居加勒比海瓜德罗普岛。作品以克里奥尔法语描写加勒比黑人女性数代命运,是法语加勒比文学的代表。","Goyave, Guadeloupe",Guadeloupe/France,Pointe-à-Pitre,16.2415,-61.534,1972,文学/后殖民,"故事讲述瓜德罗普岛上洛盖兹家族四代非裔妇女的命运。从奴隶解放后的曾外祖母到讲述者特尔米尼克。每一代女性都被殖民地的贫困、男人的不忠、自然灾害与岛屿的孤独所考验,但她们以草药、咒语、口传歌谣与彼此的姐妹情谊维系生存。特尔米尼克本人经历恋人去世、流离失所,最终回到家族小屋。施瓦茨-巴特以浸润克里奥尔色彩的法语,赋予加勒比黑人女性叙述的尊严,把数代妇女的生活变成一部抒情史诗,是法语加勒比文学的奠基之作。",20世纪下半叶; 加勒比; 后殖民; 女性主义; 殖民经验; 移民流亡
"Breath, Eyes, Memory 呼吸、眼睛、记忆",Edwidge Danticat,"海地裔美国作家(1969-),12岁时随父母团聚移居纽约。作品以海地历史、女性身体与移民经验为核心,是当代加勒比侨民文学代表。","Miami, USA",Haiti/USA,Port-au-Prince,18.5944,-72.3074,1994,文学/小说,"12岁的海地女孩索菲·卡科自小由姨妈在乡间抚养,从未见过住在纽约的母亲。母亲突然召她去美国,索菲在飞机上第一次见到她。母亲多年来梦魇缠身,因为她在17岁那年被陌生男人强暴怀孕生下了索菲。母亲为防止索菲走上同一命运,每晚强迫她做处女检查——一种海地农村对女儿性贞洁的检验。索菲长大后试图打破这一传统,与一位美国年轻人秘密结婚。小说讲述海地母女三代女性如何被历史暴力与文化创伤纠缠,以及如何挣扎走出。被誉为海地裔美国文学的开山之作。",20世纪下半叶; 加勒比; 小说; 女性主义; 母女关系; 移民流亡
The Door 门,Magda Szabó,"匈牙利小说家(1917-2007),古希腊与拉丁文学者,曾受共产党当局打压,后成为匈牙利最重要的当代作家,作品被译为四十余种语言。","Budapest, Hungary",Hungary,Budapest,47.4979,19.0402,1987,文学/小说,"一位匈牙利知识女性作家雇用年长的村妇艾梅伦茨为家政,后者性格倔强、神秘、严厉,拒绝任何人进入她紧闭的住所。多年间两人之间形成奇特的友谊,夹杂主仆、母女、对手的多重关系。叙述者渐渐拼出艾梅伦茨的悲剧人生——战争、家庭灭门、政治创伤——以及她不肯打开自家门的原因。当艾梅伦茨重病,叙述者出于善意请医生破门,无意中暴露了老妇守护一生的秘密与尊严,造成无法挽回的精神崩塌。小说是一部关于忠诚、背叛与无法翻译的爱的杰作。",20世纪下半叶; 欧洲; 小说; 女性主义; 母女关系; 战争与革命
Clear Light of Day 白日清光,Anita Desai,"印度小说家(1937-),德印混血,长期在美国与印度执教。作品以英语描写印度知识分子家庭内心生活,三次获布克奖提名。","Delhi, India",India,Delhi,28.7041,77.1025,1980,文学/小说,"印度独立后多年,中年的姐妹比姆与塔拉在德里老宅团聚。比姆终身未嫁,在家照顾智力残疾的弟弟巴巴。塔拉嫁给外交官移居海外,如今因家事返家。两人在闷热夏日翻出童年往事:1947年印巴分治的暴乱、邻居穆斯林家族的逃亡、酗酒姑姑的早逝、忽视她们的父母、出走的兄弟。整部小说几乎没有外部情节,以家中数日的对话与回忆,慢慢揭开一对姐妹被分治与家族历史撕裂的人生。德赛以契诃夫式的安静笔触,把家庭日常升华为印度知识阶层精神史的缩影。",20世纪下半叶; 亚洲; 小说; 成长; 记忆; 家族史
The God of Small Things 微物之神,Arundhati Roy,"印度小说家与活动家(1961-),建筑学训练出身,1997年以处女作获布克奖,后专注于反全球化、反核武器与少数族裔权利的写作。","Delhi, India",India,Delhi,9.9312,76.2673,1997,文学/小说,"故事发生在印度南部喀拉拉邦的小镇阿耶门尼姆。双胞胎雷海尔与艾斯萨在母亲阿穆离开酗酒丈夫、回到娘家的腌菜厂大家庭中长大。1969年表姐索菲·摩尔从英国来访期间溺水身亡,这一悲剧背后牵出阿穆与种姓不可接触者维卢沙的禁忌恋情。维卢沙被诬告强奸索菲与殴打双胞胎,被警察打死。多年后雷海尔与艾斯萨在荒废的祖宅重逢。小说以非线性叙事与诗意印度英语,展现种姓、性别、家庭暴力与共产主义运动如何摧毁一个家庭。获1997年布克奖。",20世纪下半叶; 亚洲; 小说; 母女关系; 婚姻; 性别暴力
Mistress of Spices 香料女王,Chitra Banerjee Divakaruni,"印度-美国小说家(1956-),加尔各答出身,移居美国后在加州执教。作品融合印度神话、女性主义与移民经验。","California, USA",India/USA,Berkeley,37.8716,-122.2727,1997,魔幻现实主义,"印度香料店老板娘蒂洛是被巫女训练的香料女王,可以倾听客人内心的痛苦并为他们配制疗愈的香料。她在加州奥克兰一家小店中迎接形形色色的印度移民:被婚姻折磨的少妇、被白人女友抛弃的青年、被父亲压制的少女。但香料女王不可以爱人。当美国人雷文出现,蒂洛违背誓言堕入凡间情感,她身边的人却接连遭遇灾难。地震、洪水与火焰逼她在身份与爱情、神性与人性之间做出抉择。小说以印度神话与加州移民日常融合,是印度裔美国文学的代表作之一。",20世纪下半叶; 亚洲; 魔幻现实主义; 女性主义; 婚姻; 移民流亡
Persepolis 我在伊朗长大,Marjane Satrapi,"伊朗-法国图画小说家与电影导演(1969-),德黑兰知识分子家庭出身,革命后辗转奥地利与巴黎,以图画自传重塑伊朗形象。","Paris, France",Iran/France,Tehran,35.6892,51.389,2000,图画小说/回忆录,"图画小说自传,讲述萨特拉皮从童年到成年的经历。1979年伊朗革命爆发时她10岁,亲眼目睹巴列维政权倒台、伊斯兰革命兴起、女性被强制戴头巾、亲属被处决。两伊战争中德黑兰被轰炸,父母把她送到维也纳读书,她在欧洲少年时期感到孤独并经历无家可归。后来她回到伊朗考入艺术学院,但无法忍受宗教警察对女性的监视,最终再次离开,定居巴黎。她以黑白漫画的简练线条,叙述伊朗一代人在革命与流亡中的成长,本书被译为数十种语言并改编为奥斯卡提名动画片。",21世纪; 亚洲; 小说; 回忆录; 图画小说; 女性主义
Family Lexicon 家庭絮语,Natalia Ginzburg,"意大利小说家、翻译家与政治家(1916-1991),反法西斯犹太知识分子家庭出身,丈夫死于法西斯监狱。作品以朴素声调记录意大利战时与战后日常。","Rome, Italy",Italy,Turin,41.9028,12.4964,1963,回忆录,"金茨堡以家中惯用的口头禅与玩笑回忆都灵犹太家庭莱维-金茨堡家几十年的日常。父亲是大嗓门的反法西斯生物学家,母亲温和而健谈,五个孩子穿插在30年代到战后的意大利历史中——法西斯政权、反法西斯地下抵抗、犹太人受迫害、战后重建。家庭成员中有著名出版人朱利奥·埃伊纳乌迪、犹太裔反法西斯领袖之子、第一任丈夫莱昂内·金茨堡(死于狱中)、好友帕韦塞与卡尔维诺。本书以独特的家庭口语化叙事,从私人记忆折射20世纪意大利政治史,被誉为意大利战后回忆录的代表。",20世纪下半叶; 欧洲; 回忆录; 母女关系; 婚姻; 记忆
The Days of Abandonment 被遗弃的日子,Elena Ferrante,"意大利匿名作家,真实身份至今成谜。以那不勒斯四部曲在国际上引发文学现象,作品以两位女性数十年的友谊呈现意大利战后社会与女性集体经验。",Italy,Italy,Turin,45.0703,7.6869,2002,文学/小说,"中年女性奥尔加在都灵公寓中被丈夫马里奥告知他爱上了一位年轻女子并将离开她。奥尔加最初表现得平静,但很快陷入失控:她忘记钥匙、把孩子锁在屋外、虐待家中的狗、与陌生邻居发生粗暴性爱。一个炎夏的下午,公寓门锁失灵,她和女儿、生病的儿子、垂死的家犬一同被困屋中,在彻底的崩溃边缘她终于面对自己究竟是谁。费兰特以惊人坦率的内心独白,写一位被婚姻遗弃的女性在精神边缘的几日。本书是费兰特首部国际成名作,被译为多国语言。",21世纪; 欧洲; 小说; 女性主义; 婚姻; 精神疾病
The Story of the Lost Child 失踪的孩子 (Neapolitan Novels),Elena Ferrante,"意大利匿名作家,真实身份至今成谜。以那不勒斯四部曲在国际上引发文学现象,作品以两位女性数十年的友谊呈现意大利战后社会与女性集体经验。","Naples (presumed), Italy",Italy,Naples,40.8518,14.2681,2014,文学/小说,"本书是那不勒斯四部曲的终卷。叙述者埃莱娜·格雷科已成为知名作家,带着两个女儿离开比萨,回到那不勒斯,与挚友莉拉的关系再度紧密。两个中年女性在出生的贫民区生活、抚养各自子女、被那不勒斯黑帮卡莫拉的阴影笼罩。莉拉的女儿蒂娜在母亲眼前突然失踪,这成为莉拉无法承受的创伤。多年后埃莱娜远走,莉拉则消失无踪。整个四部曲以两人60年的友谊与对照,书写从战后那不勒斯到全球化时代的意大利女性命运,被誉为21世纪最重要的小说之一。",21世纪; 欧洲; 小说; 女性主义; 母女关系; 阶级
